path_id,time,stock_price
0,0.0,100.0
0,0.004,98.22689577302253
0,0.008,99.82165129740733
0,0.012,98.74018535202826
0,0.016,98.42882509108723
0,0.02,98.34686547969918
0,0.024,97.44120215915261
0,0.028,95.78132993200218
0,0.032,96.58231954145548
0,0.036000000000000004,97.03606960343005
0,0.04,94.67981020178036
0,0.044,97.5449623928341
0,0.048,98.7591491360553
0,0.052000000000000005,97.82679103638844
0,0.056,98.96146008743028
0,0.06,98.39046903250475
0,0.064,98.32676526287507
0,0.068,99.32471684424291
0,0.07200000000000001,97.77009142710183
0,0.076,98.49667606289562
0,0.08,100.26720196525356
0,0.084,101.97060001736644
0,0.088,101.5969603552777
0,0.092,102.77629608305692
0,0.096,100.70174861438225
0,0.1,100.51251134089627
0,0.10400000000000001,101.09774111426557
0,0.108,99.40599503534011
0,0.112,99.31525143143273
0,0.116,101.51794439532608
0,0.12,104.9488368372575
0,0.124,105.99860067363815
0,0.128,107.12831973586707
0,0.132,105.84936690761867
0,0.136,104.25494882338795
0,0.14,102.42134030867848
0,0.14400000000000002,103.13771954726556
0,0.148,104.13587561573358
0,0.152,103.28413789452051
0,0.156,101.70354549319018
0,0.16,102.04766840591736
0,0.164,102.4646627075247
0,0.168,102.30753575322491
0,0.17200000000000001,103.97676809899772
0,0.176,103.86703776031383
0,0.18,103.79261774339209
0,0.184,102.36009309619014
0,0.188,102.54858169362355
0,0.192,104.32343130164759
0,0.196,104.41667732702
0,0.2,104.52292379715071
0,0.20400000000000001,105.11045588525971
0,0.20800000000000002,105.49269191418304
0,0.212,106.2153780087488
0,0.216,106.95176555163223
0,0.22,107.80451291139339
0,0.224,106.73864298786981
0,0.228,107.15735720288467
0,0.232,105.01945644297088
0,0.23600000000000002,105.38711714013264
0,0.24,103.731100800961
0,0.244,103.65006533767773
0,0.248,104.28596370093213
0,0.252,103.75260275730606
0,0.256,103.89338950302927
0,0.26,101.77204361431069
0,0.264,100.68651559002029
0,0.268,101.579123482424
0,0.272,100.1184779368504
0,0.276,100.95772938491478
0,0.28,99.2121403779566
0,0.28400000000000003,98.09170520863857
0,0.28800000000000003,96.75351409419557
0,0.292,96.7738718868043
0,0.296,97.4418916109529
0,0.3,96.14857924513952
0,0.304,95.93963836836497
0,0.308,97.94004193731001
0,0.312,97.55933418289406
0,0.316,96.56935113613757
0,0.32,97.05436598941989
0,0.324,96.7918176302119
0,0.328,95.94803064335964
0,0.332,93.8044712492487
0,0.336,94.79186696812931
0,0.34,94.1209404415578
0,0.34400000000000003,94.13317095285646
0,0.34800000000000003,92.88631792609945
0,0.352,94.43973330682263
0,0.356,95.34880658915188
0,0.36,96.55077384037062
0,0.364,96.42758629431178
0,0.368,97.01165043057003
0,0.372,98.1224773460255
0,0.376,99.41237728187954
0,0.38,99.81794710927122
0,0.384,99.75178583184793
0,0.388,99.31115100349925
0,0.392,98.38695068421698
0,0.396,97.2043759723211
0,0.4,97.65978420352842
0,0.404,97.36983660659337
0,0.40800000000000003,94.95381977928906
0,0.41200000000000003,94.77891051054195
0,0.41600000000000004,96.07445232882651
0,0.42,95.75211919298408
0,0.424,93.54472920702206
0,0.428,93.4089247129984
0,0.432,94.3523448257568
0,0.436,94.60508493080543
0,0.44,94.1054973831838
0,0.444,96.34309016178706
0,0.448,98.6983659544083
0,0.452,98.58739379605942
0,0.456,99.61898539447785
0,0.46,100.12680851354072
0,0.464,101.13356060482428
0,0.468,103.02221223051342
0,0.47200000000000003,104.10908479904715
0,0.47600000000000003,104.23715465452025
0,0.48,103.39146044541829
0,0.484,102.34738110419381
0,0.488,102.32660309585657
0,0.492,103.84918406107377
0,0.496,104.2572096001113
0,0.5,104.33972213416705
0,0.504,104.69238571841868
0,0.508,104.75229898378228
0,0.512,105.49257415549602
0,0.516,104.01718210303119
0,0.52,101.46267245022389
0,0.524,100.93060502300332
0,0.528,99.48615013150065
